0,1,2,3,4,5
0,0,324,686,0,Prey
0,1,672,516,0,Prey
0,2,152,632,0,Prey
0,3,355,678,0,Prey
0,4,494,550,0,Prey
0,5,81,279,0,Prey
0,6,644,737,0,Prey
0,7,666,135,0,Prey
0,8,572,694,0,Prey
0,9,522,326,0,Prey
0,10,178,619,0,Prey
0,11,285,42,0,Prey
0,12,281,320,0,Prey
0,13,98,593,0,Prey
0,14,269,279,0,Prey
0,15,592,672,0,Prey
0,16,33,499,0,Prey
0,17,522,177,0,Prey
0,18,422,669,0,Prey
0,19,67,408,0,Prey
0,20,419,376,0,Hunter
0,21,443,64,0,Hunter
0,22,589,691,0,Hunter
0,23,621,143,0,Hunter
0,24,431,483,0,Hunter
0,25,288,616,0,Hunter
0,26,324,206,0,Hunter
0,27,125,400,0,Hunter
0,28,143,529,0,Hunter
0,29,299,430,0,Hunter
0,30,727,43,0,Grass
0,31,541,77,0,Grass
0,32,16,331,0,Grass
0,33,375,154,0,Grass
0,34,157,592,0,Grass
0,35,288,333,0,Grass
0,36,19,429,0,Grass
0,37,663,397,0,Grass
0,38,532,9,0,Grass
0,39,369,483,0,Grass
0,40,5,477,0,Grass
0,41,179,409,0,Grass
0,42,468,446,0,Grass
0,43,541,620,0,Grass
0,44,726,599,0,Grass
1,0,323,686,0,Prey
1,1,671,516,0,Prey
1,2,153,632,0,Prey
1,3,355,678,0,Prey
1,4,495,550,0,Prey
1,5,81,279,0,Prey
1,6,644,738,0,Prey
1,7,666,135,0,Prey
1,9,522,325,0,Prey
1,10,179,619,0,Prey
1,11,285,41,0,Prey
1,12,281,320,0,Prey
1,13,99,593,0,Prey
1,14,270,280,0,Prey
1,15,592,672,0,Prey
1,16,33,498,0,Prey
1,17,522,177,0,Prey
1,18,422,669,0,Prey
1,19,67,407,0,Prey
1,20,420,375,0,Hunter
1,21,444,64,0,Hunter
1,22,588,692,0,Hunter
1,23,622,143,0,Hunter
1,24,432,483,0,Hunter
1,25,288,615,0,Hunter
1,26,324,207,0,Hunter
1,27,124,400,0,Hunter
1,28,144,529,0,Hunter
1,29,300,430,0,Hunter
1,30,727,43,0,Grass
1,31,541,77,0,Grass
1,32,16,331,0,Grass
1,33,375,154,0,Grass
1,34,157,592,0,Grass
1,35,288,333,0,Grass
1,36,19,429,0,Grass
1,37,663,397,0,Grass
1,38,532,9,0,Grass
1,39,369,483,0,Grass
1,40,5,477,0,Grass
1,41,179,409,0,Grass
1,42,468,446,0,Grass
1,43,541,620,0,Grass
1,44,726,599,0,Grass
1,45,589,692,0,Hunter
2,0,323,685,0,Prey
2,1,671,516,0,Prey
2,2,153,632,0,Prey
2,3,354,677,0,Prey
2,4,495,550,0,Prey
2,5,81,278,0,Prey
2,6,644,738,0,Prey
2,7,667,135,0,Prey
2,9,522,325,0,Prey
2,10,179,619,0,Prey
2,11,285,41,0,Prey
2,12,280,319,0,Prey
2,13,99,592,0,Prey
2,14,270,280,0,Prey
2,16,33,498,0,Prey
2,17,522,176,0,Prey
2,18,421,669,0,Prey
2,19,67,407,0,Prey
2,20,421,375,0,Hunter
2,21,445,64,0,Hunter
2,22,588,693,0,Hunter
2,23,622,142,0,Hunter
2,24,433,483,0,Hunter
2,25,289,615,0,Hunter
2,26,324,208,0,Hunter
2,27,123,400,0,Hunter
2,28,145,529,0,Hunter
2,29,301,430,0,Hunter
2,30,727,43,0,Grass
2,31,541,77,0,Grass
2,32,16,331,0,Grass
2,33,375,154,0,Grass
2,34,157,592,0,Grass
2,35,288,333,0,Grass
2,36,19,429,0,Grass
2,37,663,397,0,Grass
2,38,532,9,0,Grass
2,39,369,483,0,Grass
2,40,5,477,0,Grass
2,41,179,409,0,Grass
2,42,468,446,0,Grass
2,43,541,620,0,Grass
2,44,726,599,0,Grass
2,45,588,692,0,Hunter
2,46,588,692,0,Hunter
2,47,588,692,0,Hunter
3,0,323,685,0,Prey
3,1,670,517,0,Prey
3,2,154,633,0,Prey
3,3,354,677,0,Prey
3,4,495,549,0,Prey
3,5,81,278,0,Prey
3,6,644,739,0,Prey
3,7,667,135,0,Prey
3,9,522,324,0,Prey
3,10,180,619,0,Prey
3,11,284,40,0,Prey
3,12,280,319,0,Prey
3,13,99,592,0,Prey
3,14,270,281,0,Prey
3,16,33,498,0,Prey
3,17,522,176,0,Prey
3,18,421,669,0,Prey
3,19,67,406,0,Prey
3,20,422,374,0,Hunter
3,21,446,64,0,Hunter
3,22,588,694,0,Hunter
3,23,623,142,0,Hunter
3,24,434,483,0,Hunter
3,25,290,614,0,Hunter
3,26,324,209,0,Hunter
3,27,122,400,0,Hunter
3,28,146,529,0,Hunter
3,29,302,430,0,Hunter
3,30,727,43,0,Grass
3,31,541,77,0,Grass
3,32,16,331,0,Grass
3,33,375,154,0,Grass
3,34,157,592,0,Grass
3,35,288,333,0,Grass
3,36,19,429,0,Grass
3,37,663,397,0,Grass
3,38,532,9,0,Grass
3,39,369,483,0,Grass
3,40,5,477,0,Grass
3,41,179,409,0,Grass
3,42,468,446,0,Grass
3,43,541,620,0,Grass
3,44,726,599,0,Grass
3,45,588,693,0,Hunter
3,46,588,693,0,Hunter
3,47,588,693,0,Hunter
4,0,323,684,0,Prey
4,1,670,517,0,Prey
4,2,154,633,0,Prey
4,3,354,677,0,Prey
4,4,496,549,0,Prey
4,5,81,277,0,Prey
4,6,645,739,0,Prey
4,7,668,136,0,Prey
4,9,522,324,0,Prey
4,10,180,619,0,Prey
4,11,284,40,0,Prey
4,12,279,319,0,Prey
4,13,100,592,0,Prey
4,14,270,281,0,Prey
4,16,34,497,0,Prey
4,17,522,175,0,Prey
4,18,420,669,0,Prey
4,19,68,406,0,Prey
4,20,423,374,0,Hunter
4,21,447,65,0,Hunter
4,22,588,695,0,Hunter
4,23,624,141,0,Hunter
4,24,435,483,0,Hunter
4,25,291,613,0,Hunter
4,26,323,210,0,Hunter
4,27,121,400,0,Hunter
4,28,147,529,0,Hunter
4,29,303,430,0,Hunter
4,30,727,43,0,Grass
