0,1,2,3,4,5
0,0,113,249,0,Prey
0,1,86,487,0,Prey
0,2,225,44,0,Prey
0,3,705,122,0,Prey
0,4,145,622,0,Prey
0,5,335,338,0,Prey
0,6,173,556,0,Prey
0,7,500,175,0,Prey
0,8,204,595,0,Prey
0,9,64,289,0,Prey
0,10,744,33,0,Prey
0,11,630,223,0,Prey
0,12,486,605,0,Prey
0,13,367,652,0,Prey
0,14,590,506,0,Prey
0,15,132,216,0,Prey
0,16,129,150,0,Prey
0,17,48,560,0,Prey
0,18,275,315,0,Prey
0,19,603,423,0,Prey
0,20,409,236,0,Hunter
0,21,392,700,0,Hunter
0,22,440,741,0,Hunter
0,23,308,186,0,Hunter
0,24,576,623,0,Hunter
0,25,204,693,0,Hunter
0,26,291,87,0,Hunter
0,27,23,237,0,Hunter
0,28,81,157,0,Hunter
0,29,229,172,0,Hunter
0,30,69,321,0,Grass
0,31,502,256,0,Grass
0,32,284,562,0,Grass
0,33,512,58,0,Grass
0,34,114,622,0,Grass
0,35,733,443,0,Grass
0,36,368,361,0,Grass
0,37,217,630,0,Grass
0,38,610,628,0,Grass
0,39,96,732,0,Grass
0,40,38,237,0,Grass
0,41,514,91,0,Grass
0,42,405,409,0,Grass
0,43,134,620,0,Grass
0,44,715,670,0,Grass
1,0,113,250,0,Prey
1,1,86,486,0,Prey
1,2,225,44,0,Prey
1,3,705,122,0,Prey
1,4,144,622,0,Prey
1,5,335,339,0,Prey
1,6,173,555,0,Prey
1,7,500,175,0,Prey
1,8,204,595,0,Prey
1,9,64,288,0,Prey
1,10,744,33,0,Prey
1,11,631,223,0,Prey
1,12,486,605,0,Prey
1,13,367,652,0,Prey
1,14,590,505,0,Prey
1,15,132,215,0,Prey
1,16,129,150,0,Prey
1,17,48,561,0,Prey
1,18,276,314,0,Prey
1,19,603,424,0,Prey
1,20,409,237,0,Hunter
1,21,393,699,0,Hunter
1,22,441,740,0,Hunter
1,23,308,187,0,Hunter
1,24,575,623,0,Hunter
1,25,204,692,0,Hunter
1,26,291,88,0,Hunter
1,27,24,237,0,Hunter
1,28,82,157,0,Hunter
1,29,228,173,0,Hunter
1,30,69,321,0,Grass
1,31,502,256,0,Grass
1,32,284,562,0,Grass
1,33,512,58,0,Grass
1,34,114,622,0,Grass
1,35,733,443,0,Grass
1,36,368,361,0,Grass
1,37,217,630,0,Grass
1,38,610,628,0,Grass
1,39,96,732,0,Grass
1,40,38,237,0,Grass
1,41,514,91,0,Grass
1,42,405,409,0,Grass
1,43,134,620,0,Grass
1,44,715,670,0,Grass
2,0,113,250,0,Prey
2,1,86,486,0,Prey
2,2,225,45,0,Prey
2,3,706,122,0,Prey
2,4,144,622,0,Prey
2,5,335,339,0,Prey
2,6,172,555,0,Prey
2,7,501,174,0,Prey
2,8,203,595,0,Prey
2,9,64,288,0,Prey
2,10,743,33,0,Prey
2,11,631,223,0,Prey
2,12,485,604,0,Prey
2,13,368,652,0,Prey
2,14,590,505,0,Prey
2,15,132,215,0,Prey
2,16,129,151,0,Prey
2,17,48,561,0,Prey
2,18,276,314,0,Prey
2,19,603,424,0,Prey
2,20,408,238,0,Hunter
2,21,393,698,0,Hunter
2,22,442,740,0,Hunter
2,23,308,188,0,Hunter
2,24,574,624,0,Hunter
2,25,204,691,0,Hunter
2,26,290,89,0,Hunter
2,27,25,237,0,Hunter
2,28,82,158,0,Hunter
2,29,228,174,0,Hunter
2,30,69,321,0,Grass
2,31,502,256,0,Grass
2,32,284,562,0,Grass
2,33,512,58,0,Grass
2,34,114,622,0,Grass
2,35,733,443,0,Grass
2,36,368,361,0,Grass
2,37,217,630,0,Grass
2,38,610,628,0,Grass
2,39,96,732,0,Grass
2,40,38,237,0,Grass
2,41,514,91,0,Grass
2,42,405,409,0,Grass
2,43,134,620,0,Grass
2,44,715,670,0,Grass
3,0,114,250,0,Prey
3,1,87,486,0,Prey
3,2,225,45,0,Prey
3,3,706,121,0,Prey
3,4,144,621,0,Prey
3,5,336,339,0,Prey
3,6,172,554,0,Prey
3,7,501,174,0,Prey
3,8,203,595,0,Prey
3,9,63,288,0,Prey
3,10,743,32,0,Prey
3,11,632,223,0,Prey
3,12,485,604,0,Prey
3,13,368,653,0,Prey
3,14,590,504,0,Prey
3,15,133,215,0,Prey
3,16,129,151,0,Prey
3,17,47,562,0,Prey
3,18,276,313,0,Prey
3,19,603,424,0,Prey
3,20,408,239,0,Hunter
