Time_Frame,Grass,Prey,Hunter
0,20,20,10
1,20,20,10
2,20,20,10
3,20,20,10
4,20,20,10
5,20,20,10
6,20,20,10
7,20,20,10
8,20,20,10
9,20,20,10
10,20,20,10
11,20,20,10
12,20,20,10
13,20,20,10
14,20,20,10
15,20,20,10
16,20,20,10
17,20,20,10
18,20,20,10
19,20,20,10
20,20,20,10
21,20,20,10
22,20,20,10
23,20,20,10
24,20,20,10
25,20,20,10
26,20,20,10
27,20,20,10
28,20,20,10
29,20,20,10
30,20,20,10
31,20,20,10
32,20,20,10
33,20,20,10
34,20,20,10
35,20,20,10
36,20,20,10
37,20,20,10
38,20,20,10
39,20,20,10
40,20,20,10
41,20,20,10
42,20,20,10
43,20,20,10
44,20,20,10
45,20,20,10
46,20,20,10
47,20,20,10
48,20,20,10
49,20,20,10
50,20,20,10
51,20,20,10
52,20,20,10
53,20,20,10
54,20,20,10
55,20,20,10
56,20,20,10
57,20,20,10
58,20,20,10
59,20,20,10
60,20,20,10
61,20,20,10
62,20,20,10
63,20,20,10
64,20,20,10
65,20,20,10
66,20,20,10
67,20,20,10
68,20,20,10
69,20,20,10
70,20,20,10
71,20,20,10
72,20,20,10
73,20,20,10
74,20,20,10
75,20,20,10
76,20,20,10
77,20,20,10
78,20,19,11
79,20,19,11
80,20,19,11
81,20,19,11
82,20,19,11
83,20,19,11
84,20,19,11
85,20,19,11
86,20,19,11
87,20,19,10
88,20,19,10
89,20,19,10
90,20,19,10
91,20,19,10
92,20,19,10
93,20,19,10
94,20,19,10
95,20,19,10
96,20,19,10
97,20,19,10
98,20,19,10
99,20,19,10
100,20,19,10
101,20,19,10
102,20,19,10
103,20,19,10
104,20,19,10
105,20,19,10
106,20,19,10
107,20,19,10
108,20,19,10
109,20,19,10
110,20,19,10
111,20,19,10
112,20,19,10
113,20,19,10
114,20,19,10
115,20,19,10
116,20,19,10
117,20,19,10
118,20,19,10
119,20,19,10
120,20,19,10
121,20,19,10
122,20,19,10
123,20,19,10
124,20,19,10
125,20,19,10
126,20,19,10
127,20,19,10
128,20,19,10
129,20,19,10
130,20,19,10
131,20,19,10
132,20,19,10
133,20,19,10
134,20,19,10
135,20,19,10
136,20,19,10
137,20,19,10
138,20,19,10
139,20,19,10
140,20,19,10
141,20,19,10
142,20,19,10
143,20,19,10
144,20,19,10
145,20,19,10
146,20,19,10
147,20,19,10
148,20,19,10
149,20,19,10
150,20,19,10
151,20,19,10
152,20,19,10
153,20,19,10
154,20,19,9
155,20,19,9
156,20,19,9
157,20,19,9
158,20,19,9
159,20,19,9
160,20,20,9
161,20,20,9
162,20,20,9
163,20,20,9
164,20,20,9
165,20,20,9
166,20,20,9
167,20,20,9
168,20,20,9
169,20,20,9
170,20,20,9
171,20,20,9
172,20,20,9
173,20,20,9
174,20,20,9
175,20,20,9
176,20,20,9
177,20,20,9
178,20,20,9
179,20,20,9
180,20,20,9
181,20,20,9
182,20,20,9
183,20,20,9
184,20,20,9
185,20,20,9
186,20,20,9
187,20,20,9
188,20,20,9
189,20,20,9
190,20,20,9
191,20,20,9
192,20,20,9
193,20,20,9
194,20,20,9
195,20,20,9
196,20,20,9
197,20,20,9
198,20,20,9
199,20,20,9
200,20,20,9
201,20,20,9
202,20,20,9
203,20,20,9
204,20,20,9
205,20,20,9
206,20,20,9
207,20,20,9
208,20,21,9
209,20,21,9
210,20,21,9
211,20,21,9
212,20,21,9
213,20,21,9
214,20,21,9
215,20,21,9
216,20,21,9
217,20,21,9
218,20,21,9
219,20,21,9
220,20,21,9
221,20,21,9
222,20,21,9
223,20,21,9
224,20,21,9
225,20,21,9
226,20,21,9
227,20,21,9
228,20,21,9
229,20,21,9
230,20,21,9
231,20,21,9
232,20,21,9
233,20,21,9
234,20,21,9
235,20,21,9
236,20,21,9
237,20,21,9
238,20,21,9
239,20,21,9
240,20,21,9
241,20,21,9
242,20,21,9
243,20,21,9
244,20,21,9
245,20,21,9
246,20,21,9
247,20,21,9
248,20,21,9
249,20,21,9
250,20,21,9
251,20,21,9
252,20,21,9
253,20,21,9
254,20,21,9
255,20,21,9
256,20,21,9
257,20,21,9
258,20,21,9
259,20,21,9
260,20,21,9
261,20,21,9
262,20,21,9
263,20,21,9
264,20,21,9
265,20,21,9
266,20,21,9
267,20,21,9
268,20,21,9
269,20,21,9
